class,filename,split
1,d7cc9e34-a659-49ee-a7bf-7f74d56f2f87,train
2,5b0d1cfd-7b35-48a9-9e00-eb590e2b884e,train
1,9b37d4ec-601f-4f7d-8c97-bb2cab9c8e70,train
0,96a145be-ee4b-4cf3-9a04-14541c573977,train
0,d367f59f-18db-4e50-8fc7-d4b16998888d,val
0,cbccd1c8-f353-40d3-b3f7-5057efd7b1ad,train
0,9d32dda7-e66f-4072-96ef-3672caae4156,train
0,20fdbf7f-e077-485c-be06-69bd89dae836,train
0,564e4233-12ec-4ed8-9e32-115b5886c729,val
0,4be5d05a-fa19-42c0-9e9d-8d60418cf59e,train
2,6aa2b129-cea3-45af-8973-7a1a4b3a0daa,train
0,6a2d9e09-0953-4713-9946-fe6b5d33811a,train
0,69b450ad-1cb1-475f-a42a-3fe56d893e18,train
2,830547de-6a62-4ecb-9853-84210c3c7b21,train
2,4a64384e-1aef-444b-9f90-f5d0ac6e8202,train
0,409cd9ce-682f-4196-a224-e8e15c33e28e,train
1,0e0b7e6e-4078-4084-b6d8-5dcaa884c67c,train
0,b3c0039f-b969-4187-9fcd-f88b2dbdb84f,val
2,83108345-1819-426c-ab22-99afe69ceadb,train
1,a26025f2-49b3-437e-94a0-18b14067932d,train
1,2d0609e2-619c-4f81-bfd8-158895c9f7f6,train
2,1ab6f234-423d-4977-802f-94d4dcbd534d,train
0,37bd9089-3d7f-47a3-a156-41f0c2abedc1,train
0,146d0d7b-2dc9-4248-83d3-5a7787153116,train
0,93a8524d-8af9-4515-8cc7-b4420007a5c2,train
0,a1d416a0-0677-430b-838a-415cb52a202d,train
0,bf4f237c-f679-4e32-a2e3-d358ace6f0b4,val
0,3b16f9b7-dfc1-4964-88a1-1175b8b26b64,train
0,36302ec4-0d12-42fe-8b39-c5d960c99b61,train
0,5ce859bf-d0bf-47ba-8b67-ee3ae6944a6a,train
2,82583ba0-73b8-4ce2-a8f5-912566b8b92b,train
1,ab16b9dc-bc67-4c4b-bfd3-fb1e57108856,train
1,2f480772-e0f6-4036-a410-777c77970b4b,train
2,150b6329-d7f2-494d-8706-199a8e59fd9b,train
2,2905af87-62c7-4c32-9ca1-d6d035db6a23,val
0,da8076ae-18c0-4b6b-bdeb-8e8c35e78bce,train
2,19212f5c-8236-457c-8ab9-b28f92305751,train
0,d100953d-184b-4c0c-a27d-e5bab0013e9d,val
0,a8f76743-999f-4c79-ae96-a77a2f1e136c,train
0,7c5f44ba-5812-4c77-b088-d8656e6d04ab,train
2,4d0e42b5-06dc-4c3b-a746-4f31f11d9b1d,train
0,b2fbd4a1-2c3f-4837-a909-721b7b19f1a6,train
0,4cb650fd-5f19-44b4-a493-3a781fd4170a,train
0,303c4fb8-e3ff-4c93-8b38-e3f39ec63ad4,val
0,c7191f27-991c-4402-bd99-69483b3c9c36,train
0,a1a5c1d9-c8d2-45fb-aecc-9519599bf87a,train
0,8c4db453-43cb-4a67-aac1-e2957ff64680,train
0,59125242-1dc8-4533-8004-fb9c6efc1baa,train
0,874a3be6-ffb7-4351-833b-b2f2c24d110a,train
2,6c5d8425-1a93-41e1-be0b-ccfd5f328ca4,train
2,5e4406ff-6a6f-4f10-8e61-f3299769bcfd,val
0,ab734698-86b0-4b51-8bc5-2774fded47e8,train
0,69128912-470f-46fd-9e2d-6d64412c95e7,train
0,265b83e2-6581-4b9e-ae0c-9ac7d1ee7a66,train
2,42000f6b-3696-4717-9fc7-78ac8cdb8560,train
0,d61884cb-b7ec-4775-9a65-de6fd0eeb110,train
2,145bd6f1-9b9b-4c94-a43c-97e2f9eabac7,train
0,4c0f1ae5-e2bd-4b6d-836b-568d30345920,train
0,b1453e3f-43eb-4786-a240-532777f48d3f,train
0,d343ae83-8a87-4d10-8db6-d022087bf03f,train
0,32d53204-c4d2-4aae-a816-cbf5c1acd6df,val
0,363f1dd8-11b8-458a-b5db-e42abd3c0ea2,train
0,b7e0dede-f807-4e24-a433-7ac0f10b52d4,train
2,09987669-5304-4e7a-8282-9ebe8014b6ab,val
1,56a5820d-a94c-425e-b546-0f5a709bd35c,val
0,45a2c6d4-39ec-429a-94c2-b190cee73a2d,val
0,3f4f8af2-dcb9-459b-97e6-cf0de7b5ae91,train
1,40ee44e3-5984-45d3-8218-46284118f79a,train
0,c80d02c8-276f-4bd4-b2c1-7fb2ff944d47,train
0,2a2ce247-1605-49d6-9e95-19f54f886098,train
0,3f5ddbc9-9ff7-4090-9b41-d9d570c03644,train
1,ac6f902b-8696-48a9-a645-b4e489463d12,train
2,15744b4f-1a9c-4e42-a3e1-431a05719a69,train
1,ea6a07d1-55d8-4f80-b390-bbba89c60ea7,train
0,2b6aff94-9439-422a-b61d-300c76565da2,train
0,24669523-2db0-40d0-9197-3b00d132fa9b,train
2,a38d538d-bb8c-4ea4-9da6-72365fa01191,train
0,a7021e02-6a1e-4632-8f1a-3ba3cf6d4399,train
2,653dc0a3-a5d2-4769-8b1d-acdc358d970c,train
2,87688083-dcd1-4344-a2e1-6fed492eb596,train
0,8616060f-863b-4de4-b18c-2b8e0994872f,train
0,b6b3e7c3-c7c5-470b-a0e7-5534b83fdfb8,train
0,72dbb762-9fd1-4bed-9d40-7e7ef284fbfc,train
2,1b6c743e-8a29-4657-8917-467f90c8c272,train
2,6b171ea0-7a75-4f49-887b-e27cd0e092c4,train
1,5a8e48bc-d9d0-4566-a304-6638619a4652,val
1,396ce131-0fff-4a74-8a6e-b878f263f772,train
0,d13023f5-3316-406f-bd25-346f932d324c,train
0,3543a8db-4b02-439b-a0d0-f17f714e1f22,train
0,833d90cd-23d2-4da9-8daf-d987ebdeb60a,train
0,4247f896-d7b3-4e9f-a428-912963a840e2,train
0,bb5fb52d-206d-4f35-80e6-c42b29647761,train
0,3449a433-429c-4fbe-bb31-b5d12d80d244,train
0,6c29bff7-6471-4848-abc5-7b4fe948bfd6,train
0,2e9b1e92-8c3f-4470-9869-6eb5ebb39959,train
2,96b85d2f-3907-4dfa-8a85-66233f7f5006,val
0,d41069c8-1094-4674-bc96-4cf7f459b851,train
2,a55295d5-1e8a-40f5-8a2a-1ac95120829a,train
1,e8fb92b1-3aad-4485-896a-cc4005b9a6b9,train
1,5c164e67-7f01-4a11-94d8-0a4ff3037cd6,train
2,229762a6-e3fd-4d8e-8828-a5e686ea841b,train
1,46cc31ea-c821-4ece-add0-3c1dcf586d44,val
0,d0353ebc-7c65-4887-912b-c8ff12139d77,train
0,774514e6-4ec2-4697-86ba-b8f3df2fb1e3,train
0,7a42a523-421f-49fd-9cf7-7d88143b30b9,train
0,b0f2b429-4ce5-4253-9911-b8b3a22930a5,train
2,26ba21c1-7666-45f7-a2e6-b82967d27cdf,train
0,6cc7b3e9-c394-4ec0-86b9-cad25fded555,train
0,81e9532e-cd4e-45b4-9971-aea0198dcd25,train
1,7d9ce290-5900-433b-959f-52e993db14d3,train
2,104d619d-5db3-40b4-a35f-9c3208eb9f88,train
0,8a440305-f92f-4d0f-bf9f-2c15b3cdf376,train
0,430a1f3c-5c08-44cf-8dd1-ff1d954175a5,val
0,1461bbee-0b56-4e43-a1cc-db54e14bfc93,train
0,9ae2309d-02ee-42cb-bfa8-5c81ac7ea947,train
0,1338b0ae-8ad5-4fc5-8de0-233b73e8c771,train
0,89c8e00d-5719-4251-b1fa-08c41cf8e0e7,train
0,7bd5dc82-2330-4d2c-8c48-2d7a5c5f4f0d,train
2,0266cf4d-1d71-43e2-846b-6a1f96ca4a01,train
0,ba20fc0c-f3bf-47f7-ab8e-7d15669f850b,train
1,c34903cc-136e-4308-90f0-67ee07b9ea26,train
1,92518281-c255-4353-b349-715d9e0a936f,train
0,8115c581-ceab-4734-b85f-3acf5f71a591,train
0,14d67bc8-1881-4b1a-8a72-150fc3adb207,train
1,9e6f59ab-86d5-4ed7-95b2-47ca3aa7627c,train
1,27905db3-6730-491e-9b67-d1529f0f75d5,train
0,7a3be000-2dbb-49da-9293-802a720ca1dc,train
1,155811f8-b573-4d7b-b9b3-9a6fecb0c16d,train
2,66e60171-c08b-40a5-898c-eeaff33df561,train
0,1ee98f01-6e86-49e4-8f12-1448d9f61176,val
0,49eaed85-9fe6-45ec-b776-3209e59b6da2,train
0,40e5ebe0-c972-4dc7-bc97-511e2bbb6643,train
0,3eabeeea-1f5b-4e8c-b343-200fcdd19a5b,val
0,84988e96-3332-4a49-a6cd-1d8739f286e7,train
0,0b984923-afb3-48cd-8fac-6f21f8cfea12,train
2,25f4bf09-0139-4473-8b26-7e0840b75e68,train
0,938aaac3-c73d-45a7-9a65-c95c20f410b4,train
0,55256b33-3109-4771-9ad9-e57e2e708287,train
2,a643c846-a19c-4676-acb7-57b443af43ec,train
2,34d7af96-c4a6-4db4-8933-d84ce1cbfe22,train
2,78754454-aaed-482c-a26b-b4825dfd6637,val
0,11e5f73a-df40-4c24-aced-b4b7729d1768,val
0,a87bf616-59e7-4290-bb02-98c7c0e4f556,train
0,4c3dfaa1-f88f-4c89-990a-b4340d99dd34,train
1,405355a6-d778-41e4-967f-70f4080c58bc,val
2,9aad5e2f-d0ff-4198-8b01-3716417c838d,train
2,1d2ea46a-f842-4ca2-bef5-782ad27b5d6a,train
1,ef7173fb-ffc9-4fee-a8d2-15175fef2eb0,train
2,0596623c-c2c5-4de5-b358-d5393e79120e,train
0,64699509-b684-4ef6-b293-a3b7bd13c2a9,train
0,bbb6c3ee-9977-49dd-95df-aa220d0634fc,val
1,da55418c-68a5-4148-b14c-56262b094c6f,train
1,03b78628-d766-45aa-b521-2005d5edd8e3,val
0,aa20b53f-2be9-4c4e-8f98-a736c9f59946,train
0,0f450938-5604-4af6-8783-c385ea647569,train
0,37d08405-fd8f-4a14-8327-4afe52fd8d8d,val
1,b0a03f8b-0b3f-4ab4-b5b3-ee03d5cd6938,train
0,82b9a367-f019-4c04-8587-58a6f5d61846,train
0,79e97915-9426-4b6b-ba19-ef820ecee2bb,train
2,0300fdaa-a8c4-4d71-a6b5-28af757285d9,train
2,290b7e2e-68a0-4d35-b5b2-b1ab2a059f34,train
1,af6e1d86-1ca1-4483-859a-bcec7f0074fb,train
0,bf595714-0dde-49f6-adfb-6cccdc67fb28,train
0,85b6116f-9814-4f35-a397-83bdc58f0e31,train
0,158995d9-3485-4459-a17a-8c07944028bd,val
2,687e9a54-c3de-421d-a74c-84822dede33e,train
0,2fe13c10-d347-47cb-a520-657076b47345,train
1,c231e65c-56ce-46c7-8b57-ded968e619c4,train
0,5968a969-43ef-44ac-940c-8df869b7d91d,train
0,4be72a39-381d-48c2-87c9-221b40eb81cb,train
0,67524dff-853d-4637-9c4f-2ca4b7114944,train
0,46a63ee2-3b9b-4161-b339-4ca69e5ca507,train
0,84916d5b-6c68-495b-a55a-f8ebc792ae42,train
1,daf38bc4-86ee-4d50-8901-1448e5ce9db8,val
1,b7c047f6-2946-4515-9ca9-a0ed7f673a20,train
2,6cae6202-1746-437a-a455-d74447f0b5b0,train
0,6d8caf8b-a815-42bc-bb36-ca52862b24c6,train
1,230b9763-7e4d-4a43-a9de-647471c17be5,train
1,3aa17ce0-c5a2-445f-9c8c-efe4ec59fab1,train
0,1d3abfb0-92a2-40e0-9898-9a1c66cdb51a,train
2,407bf369-7eac-4b9b-b6d8-fa84617e2951,val
0,4fa98274-93f4-4a82-8ea1-027c451dbb0b,train
1,696d7c76-9d3c-4927-8610-b64f857eea31,train
0,c350bdab-0604-46dc-8d38-4b097b955998,train
1,bb3e1bc4-b329-4d37-9b08-57938ac093e1,train
0,6f1aeb9f-1079-413d-86f0-720b86f086d3,val
0,720fdba7-d194-455d-8e97-c5564ac68a9a,val
2,53b17431-4517-4630-a19a-a136c738d659,train
0,cd0754f3-7eb2-4ce0-95f3-df6fe9c72668,train
0,7cb0ceab-6b36-4a61-b178-47621ffb8d98,train
0,a8074fa6-33e1-4a3c-af21-52af4ea1a1c0,train
0,17ac296c-a51d-4e6b-a656-c82bc1178ae9,train
1,30f12458-2b79-41c5-b2d2-c560eafd1cde,train
1,d9ec910a-9e56-49b3-a62d-79b46e61841b,train
0,a3197ee4-aaf9-4694-a293-4aae3ef6ff13,train
1,dac8a623-50d1-42ba-a792-0f03f52517d5,train
0,66585b8f-a69b-47bc-87ff-39598642354d,train
1,bf62297f-b0dc-4e4d-8e7a-968726a29aed,train
2,a24e2fe1-a678-4f11-aa58-9a38a26f5ad9,val
2,7687a7f5-0249-4c0b-ac3f-07ac93384542,train
0,63a129a2-c7af-4696-bb99-69d7e8fe04e7,train
2,78f4824a-64cb-4a84-92b3-8754158f71fd,train
2,16220981-8b6e-4b61-acf2-e6e6aa973b60,train
0,c9d9ff3c-8522-44fa-96e8-9e50c506ad65,train
0,ca176c81-8084-493c-9efd-37950452aba9,train
2,3f1c23f4-4046-48ff-b13b-03d68dca1014,train
0,6db1950a-ba87-4234-b349-103686a862c5,train
2,70c4d799-a9da-43cd-893e-b23160867c59,train
2,649c4e38-9fb9-4334-95b2-95498f0b8204,train
0,c742db54-225b-49e7-8998-e38026cda34d,train
1,9cea4ac7-b52b-4001-bcbc-da9242135e05,train
2,10964e67-db37-4ea0-a126-212aab59cd4e,train
0,c69d7614-8f52-4bb0-83fb-8ff424a96ed6,train
0,9119fdc4-b179-4288-9b4d-77972b6dbb2c,train
2,4e4546b6-fbdb-4c03-96a3-f71ba318c098,train
1,af534e11-1758-48ae-8fa2-412d2cf2cf93,val
1,f1322cb6-00bd-412c-9756-141810010b76,train
1,87eaee39-d424-4c8e-aa44-a4e668f2ae36,train
0,2eb54d74-3b03-4f32-aedc-7db6288e8f45,val
0,49d76e37-09be-4b59-90f4-5cc11d7caf10,train
2,081d95a6-cd29-47ce-a7b1-80a281922265,train
0,7d711bf1-5a44-4bea-ae34-1dec9b3bee4f,train
0,8b3c7020-868e-4992-88b2-c0e880c8331a,train
0,5425afb7-013e-45a6-92d8-f65fe61cfe39,train
0,c5f49fee-d370-4409-abb9-52190119cfc3,train
0,87f627e6-daa5-4079-88eb-4571dc0c8eca,train
0,5ca284f2-9fbb-44a0-a84d-f23067a79ed4,train
1,486ce176-dfd3-4c28-91cb-c1c9af5abed2,train
0,2259a523-4f0c-4f73-81df-fbdfb0b2415f,train
0,25a1edcc-cf2b-4cc4-b90d-214616ee344c,train
0,21ee5810-727c-4b6d-a2d1-cff9e16bd3bf,train
0,02b1ec7b-d063-4ced-80a6-bdc0b61c69aa,train
2,1b260977-60e2-4a39-9f33-c82fc82899d0,train
2,0d0ed400-c4cf-48c8-a854-6aca3f13a41a,train
2,393905a9-ff72-4147-af6f-5d80b0687caf,val
0,4f8dee18-a78c-42cb-a4cf-ae1d3548dc4b,train
0,78fe9a47-4736-4641-af5c-61f6e96355d0,train
0,494df0bf-3ea4-439d-9756-6b65111dbcf0,val
1,6acabe8c-e6de-405f-8791-00a1909e392c,train
2,8bad070b-5d83-4148-b773-c6f579c8bb3f,train
1,bd19313b-c879-431a-8435-21a54e50d79d,train
0,1080e00d-5e8d-42ee-bc5b-73e74e1ee765,train
2,9eb75719-7e47-4f64-b704-6a36dc3809f8,val
0,b1e9bd52-7d13-4bf4-9a3e-f382429c5d00,train
0,1ada18bd-1a1d-46fe-bb42-bf45b7668289,train
2,8bbbfc1f-d946-476d-ad78-728b2ebd927c,train
2,a0ba5311-5e9a-428f-be9d-3ef029868433,train
2,4cbfc2fe-193c-47a1-8f77-0780d36998f2,train
1,f8feb8dc-3022-489e-a482-e6dcd6e8f13a,train
0,3ac04ed4-4451-46ca-acee-0c3a162dfb01,train
0,95672335-760e-4e7b-8115-bdfd06d33f35,train
0,b1014440-e4f8-444d-8df5-695268c08002,train
0,a6a6b657-61e9-4f74-8e2b-db72569b3530,train
2,997d5508-a2f4-47e2-be31-444f4bff442f,train
2,7faa345b-368a-4c8e-8450-314c64f17d5e,val
2,91eeb1ea-610b-46ff-9288-98113f33d9a8,train
2,93b95afe-a83c-4d5f-989d-415bf1e9bfb9,train
0,18f3631b-e09e-49af-b65a-a2858ec389bf,train
0,2b3265b4-36f7-4a27-b1f6-2a2163a73992,train
1,dbf5f8e0-420f-4489-84ed-b0462216f4ce,train
0,09f026c2-9973-4ed9-bbbd-f0d30c552bb3,train
1,dcde4eb2-47da-4f1b-a454-d7102930048a,train
2,3a14c446-3ec2-44aa-8125-6c5609531852,train
0,4a196638-093e-464c-b090-34e6167e9654,train
1,acbbcfa8-90c4-408a-966a-294b7b30eca3,train
0,33a67d25-b031-4adc-9a4b-d83c7c751589,train
0,47fda244-af1b-4047-a3b8-29e8feb5b4f7,train
0,ccec0071-4ae9-494d-8ecf-be7bfda2adc8,train
2,1a9dc7ed-7011-4bee-b16e-f72f7763dce8,train
0,95fa0b7a-32f5-4a6e-b5ad-90dbed49debe,train
0,76c0fac0-5453-4a11-95c5-f03fc915f69b,train
0,357f4e14-5b4b-4a4f-ace4-a2a2523eb686,train
0,bd92cff5-1b7e-4fd5-a15b-3353945e6148,train
0,3c64fa06-ef4c-49a9-89c2-b7ac940c59d7,train
2,1b4fae12-9d2e-4595-99fe-7f30effaaaf5,val
0,1b4e9ea5-fc81-413a-90cd-3a6109a9f994,train
0,7954aa86-cf8a-4207-9708-814648ff6aa2,train
0,9245eabf-52ba-4a27-8cf6-55ebd2a9d670,train
2,7fc9671e-4cb6-4045-b31c-ca739aa75313,train
0,65d9d196-0e85-4b5a-8896-553b0cd2db24,train
0,4cda64e1-1aee-4e25-93ab-504a531d15ac,train
0,d8edd197-0dc8-4d50-b1ef-02bf26ff452c,val
0,946f99c0-0bd8-4b9e-80bf-72d838ee742b,train
0,b0098ada-75cf-4cbb-9868-1bae2652c26f,val
0,49ae66b7-8af3-4964-bef2-51bf906d02d3,train
0,74f0542a-8b1e-4205-8d08-318c6959f2c2,train
0,4a56bc44-e1a2-4332-9608-1fe8683ea4e7,val
2,89242ef1-6fda-43dd-a35a-734aec5a8044,train
0,4a159354-26f1-4378-9953-b04fdd96cf7a,train
0,d778a9da-6e52-4015-857e-16342909d970,train
1,6bb3eb7b-6ce0-4cfa-90a0-b031c1dbf50e,train
0,76c9c773-f51b-48cc-95e3-2ab91ad9cdb0,train
0,3868b67e-4c71-4b36-b00f-c929057e555d,train
0,994eaf49-99c8-4aba-ba83-961928be160c,train
0,3dd22237-7f3a-4737-be81-7ae29f67a353,train
0,479690f7-1f59-4f5e-814f-2878629eea9c,train
0,69dddd9e-5a82-40dd-8a40-ff3e3fe729e2,train
1,4cb98952-be7e-4f3b-9c79-e9223bf2ca1f,train
0,3d101d18-5a81-4560-a624-00fd3dfd072f,train
2,64dfe5aa-d5c4-424d-af71-bf9c9ea82982,train
0,671486b8-e896-46da-a73d-1ffaa468955c,train
0,5b6cea6a-9d28-43f2-b0b0-b91f10a3c26c,val
0,83dd1e46-902e-4b62-b712-76068585b7d3,train
1,396a4cfe-2b1c-44fb-a3f4-5d6bc3f9a1b5,train
0,4d2d0510-8f86-4498-aadd-e72c8d4f0311,train
1,52bb9d08-55ad-4b3f-89f6-1425b7e0e85b,train
0,af3b2631-b0ea-42ae-8b8e-57a9723a9fc9,train
2,7785f109-c8a0-402a-9014-23bbdfb5bd41,val
0,4483f839-2565-449b-9a15-5289654d4598,val
1,778d437e-d63e-4e0c-9dd4-d93d12a1e731,train
2,5cb99fa5-8b1e-4461-8626-a556250de445,train
2,8355e666-8ad4-4f46-bfb7-19020891a30c,train
2,0f54bf67-2014-49f3-b14e-e7783e01d900,train
0,2b9f314d-aac1-491d-927d-ab73810f1a79,val
2,8e9fd756-60e3-4149-88d4-a6ad4561e010,val
0,8c6de2ba-603e-4e0a-988c-836f49719a27,train
2,4510a350-c1b7-4b47-9ac3-7bfb99d59d8c,train
1,1738be75-ac79-4b7f-846e-9f51cb3e6203,train
2,35bc77a6-af3f-44e4-abb9-6ed1932bd3e4,train
0,caa2c4ad-abf2-4a69-b570-dc2e6406c9ea,train
0,35254526-9f94-4fdf-8b9a-a1a75b019764,train
1,9ae213d2-e717-470d-93dc-f4e6f46d5425,val
2,70a38f51-4771-4472-a0f0-567e66501b35,val
2,6b015ecb-be4f-45e0-8cd8-25cc2f6b2e0a,train
0,721ef5de-e36c-4012-8a78-88df392a6507,train
2,7a646d4d-22b2-473e-a0fd-a1f37371ead1,train
0,9231efca-c8f9-4b6d-b304-d548f0c70922,train
2,93fb947a-17bb-4c98-adeb-b839774183a8,train
2,004b4491-0a29-4fe4-acd5-d5653eaade54,train
0,45ac9d6a-ce83-4057-9d73-a351a8c1b77e,train
0,48999bf8-348a-4cc5-9564-d46e8484fe5b,train
0,9508044f-3863-45ab-a425-cc8e13affae3,train
0,adbd88a0-6bd4-425a-9fdb-60d1f8ca2616,train
1,6a86ea11-35e0-4d66-ae3e-4523880ff145,train
2,7db0d02f-1522-4664-ae8f-8896f1b969e4,val
0,1c67c8cb-8a09-4afa-9d77-5ab6dd4aa54c,train
0,9ea838a7-d9c6-4ff7-9a9b-946845da7458,val
0,9b27f2f9-2f0f-4a75-b152-a9b6421522c2,train
1,ff5b135e-57b2-49aa-af1a-7cb506f68548,train
0,4ca5eeb3-cea8-4152-9833-c9e99a404f92,train
2,1b32f1a4-b299-45ff-9fb8-78d75b9bbf31,train
0,cb95e6c5-ec60-4083-a047-15dde4178228,train
0,c0fdc1d4-7708-495d-8c84-7ca5a1c5ad2f,train
0,198b2a6f-68db-4f15-90c1-296c6bfbc080,train
0,184c0100-d415-4369-8cf7-e1fce5562df6,train
